,Artist,Genre,tag-list,Artist2,SongCount
230,THE BELLE STARS,['classic pop and rock'],"[{'count': '1', 'name': 'classic pop and rock'}]","Belle Stars, The",1
231,THE TRAMMPS,"['soul', 'disco', 'classic pop and rock', 'philly soul']","[{'count': '1', 'name': 'soul'}, {'count': '1', 'name': 'disco'}, {'count': '1', 'name': 'classic pop and rock'}, {'count': '1', 'name': 'philly soul'}]","Trammps, The",1
232,ALICE COOPER,"['glam rock', 'rock', 'heavy metal', 'classic rock', 'hard rock', 'new wave', 'psychedelic rock', 'garage rock', 'glam metal', 'shock rock', '1980s', '1990s', '1970s', '2000s', 'estados unidos']","[{'count': '4', 'name': 'rock'}, {'count': '4', 'name': 'heavy metal'}, {'count': '1', 'name': 'new wave'}, {'count': '16', 'name': 'hard rock'}, {'count': '1', 'name': 'psychedelic rock'}, {'count': '9', 'name': 'glam rock'}, {'count': '2', 'name': 'classic rock'}, {'count': '0', 'name': '1980s'}, {'count': '0', 'name': '1990s'}, {'count': '0', 'name': '1970s'}, {'count': '0', 'name': '2000s'}, {'count': '1', 'name': 'garage rock'}, {'count': '1', 'name': 'glam metal'}, {'count': '1', 'name': 'shock rock'}, {'count': '0', 'name': 'estados unidos'}]","Cooper, Alice",1
233,STEVE REICH,"['modern classical', 'classical', 'minimalism', 'ambient', 'american', 'opera', 'composer', 'contemporary classical', 'tape music']","[{'count': '3', 'name': 'classical'}, {'count': '1', 'name': 'ambient'}, {'count': '1', 'name': 'american'}, {'count': '1', 'name': 'opera'}, {'count': '1', 'name': 'composer'}, {'count': '1', 'name': 'contemporary classical'}, {'count': '3', 'name': 'minimalism'}, {'count': '5', 'name': 'modern classical'}, {'count': '1', 'name': 'tape music'}]","Reich, Steve",14
234,STEVE ROACH,"['ambient', 'space ambient', 'tribal ambient', 'electronic', 'american', 'drone', 'progressive electronic', 'berlin school', 'space electronic', 'wee hours']","[{'count': '3', 'name': 'electronic'}, {'count': '5', 'name': 'ambient'}, {'count': '2', 'name': 'american'}, {'count': '2', 'name': 'drone'}, {'count': '1', 'name': 'progressive electronic'}, {'count': '1', 'name': 'berlin school'}, {'count': '4', 'name': 'space ambient'}, {'count': '4', 'name': 'tribal ambient'}, {'count': '1', 'name': 'space electronic'}, {'count': '1', 'name': 'wee hours'}]","Roach, Steve",17
235,SUSUMU YOKOTA,"['electronic', 'ambient', 'downtempo', 'techno', 'electronica']","[{'count': '3', 'name': 'electronic'}, {'count': '1', 'name': 'downtempo'}, {'count': '3', 'name': 'ambient'}, {'count': '1', 'name': 'techno'}, {'count': '1', 'name': 'electronica'}]","Yokota, Susumu",240
236,SUSUMU YOKOTA & ROTHKO,"['electronic', 'ambient', 'downtempo', 'techno', 'electronica']","[{'count': '3', 'name': 'electronic'}, {'count': '1', 'name': 'downtempo'}, {'count': '3', 'name': 'ambient'}, {'count': '1', 'name': 'techno'}, {'count': '1', 'name': 'electronica'}]","Yokota, Susumu",20
237,SUSUMU YOTOKA,"['electronic', 'ambient', 'downtempo', 'techno', 'electronica']","[{'count': '3', 'name': 'electronic'}, {'count': '1', 'name': 'downtempo'}, {'count': '3', 'name': 'ambient'}, {'count': '1', 'name': 'techno'}, {'count': '1', 'name': 'electronica'}]","Yokota, Susumu",1
238,"YOKOTA, SUSUMU","['electronic', 'ambient', 'downtempo', 'techno', 'electronica']","[{'count': '3', 'name': 'electronic'}, {'count': '1', 'name': 'downtempo'}, {'count': '3', 'name': 'ambient'}, {'count': '1', 'name': 'techno'}, {'count': '1', 'name': 'electronica'}]","Yokota, Susumu",46
239,TAI CHI,"['chinese', '1980s', '1990s', 'pop rock', 'rock band', 'cantopop', '1980s hong kong debut']","[{'count': '1', 'name': 'chinese'}, {'count': '1', 'name': '1980s'}, {'count': '1', 'name': '1990s'}, {'count': '1', 'name': 'pop rock'}, {'count': '1', 'name': 'rock band'}, {'count': '1', 'name': 'cantopop'}, {'count': '1', 'name': '1980s hong kong debut'}]",Tai Chi,5
240,TALKING HEADS,"['art punk', 'art pop', 'funk rock', 'pop rock', 'rock', 'new wave', 'post-punk', 'art rock', 'american', '80s', 'new york punk', 'prog related', 'punk rock', 'usa', 'alternative rock', 'alternative', 'punk', 'afrobeat', 'classic pop and rock']","[{'count': '2', 'name': 'rock'}, {'count': '0', 'name': 'alternative rock'}, {'count': '1', 'name': '80s'}, {'count': '0', 'name': 'punk'}, {'count': '1', 'name': 'american'}, {'count': '0', 'name': 'punk rock'}, {'count': '10', 'name': 'post-punk'}, {'count': '16', 'name': 'new wave'}, {'count': '0', 'name': 'usa'}, {'count': '3', 'name': 'funk rock'}, {'count': '0', 'name': 'alternative'}, {'count': '1', 'name': 'art rock'}, {'count': '3', 'name': 'pop rock'}, {'count': '9', 'name': 'art punk'}, {'count': '0', 'name': 'afrobeat'}, {'count': '0', 'name': 'classic pop and rock'}, {'count': '5', 'name': 'art pop'}, {'count': '1', 'name': 'new york punk'}, {'count': '1', 'name': 'prog related'}]",Talking Heads,33
241,TANGERINE DREAM,"['berlin school', 'progressive electronic', 'german', 'krautrock', 'new age', 'film score', 'kosmische musik', 'electronic', 'ambient', 'synthesizer', 'lily', 'iswcs pending', 'rock', 'progressive rock', 'european', 'classic pop and rock']","[{'count': '0', 'name': 'rock'}, {'count': '14', 'name': 'electronic'}, {'count': '0', 'name': 'progressive rock'}, {'count': '5', 'name': 'krautrock'}, {'count': '12', 'name': 'ambient'}, {'count': '6', 'name': 'german'}, {'count': '4', 'name': 'new age'}, {'count': '3', 'name': 'film score'}, {'count': '0', 'name': 'european'}, {'count': '7', 'name': 'progressive electronic'}, {'count': '0', 'name': 'classic pop and rock'}, {'count': '1', 'name': 'synthesizer'}, {'count': '9', 'name': 'berlin school'}, {'count': '1', 'name': 'lily'}, {'count': '3', 'name': 'kosmische musik'}, {'count': '1', 'name': 'iswcs pending'}]",Tangerine Dream,6
242,TCHAIKOVSKY,"['russian', 'composer', 'opera', 'romantic classical', 'romantic', 'european', 'russian composer', 'classical', '20 48', '60']","[{'count': '11', 'name': 'classical'}, {'count': '6', 'name': 'russian'}, {'count': '5', 'name': 'opera'}, {'count': '6', 'name': 'composer'}, {'count': '3', 'name': 'romantic'}, {'count': '3', 'name': 'european'}, {'count': '1', 'name': '20 48'}, {'count': '3', 'name': 'russian composer'}, {'count': '1', 'name': '60'}, {'count': '4', 'name': 'romantic classical'}]","Tchaikovsky, Pyotr Ilyich",1
243,THE TEA PARTY,"['canadian', 'crossover prog']","[{'count': '1', 'name': 'canadian'}, {'count': '1', 'name': 'crossover prog'}]","Tea Party, The",13
244,TEA PARTY,"['canadian', 'crossover prog']","[{'count': '1', 'name': 'canadian'}, {'count': '1', 'name': 'crossover prog'}]","Tea Party, The",23
245,TEARS FOR FEARS,"['pop rock', 'art pop', 'synth-pop', 'psychedelic pop', 'sophisti-pop', 'new wave', 'big music', 'synthpop', 'british', 'uk', 'britpop', 'english', 'classic pop and rock']","[{'count': '0', 'name': 'synthpop'}, {'count': '0', 'name': 'british'}, {'count': '10', 'name': 'new wave'}, {'count': '0', 'name': 'uk'}, {'count': '2', 'name': 'synth-pop'}, {'count': '0', 'name': 'britpop'}, {'count': '2', 'name': 'psychedelic pop'}, {'count': '6', 'name': 'pop rock'}, {'count': '0', 'name': 'english'}, {'count': '0', 'name': 'classic pop and rock'}, {'count': '2', 'name': 'sophisti-pop'}, {'count': '6', 'name': 'art pop'}, {'count': '1', 'name': 'big music'}]",Tears for Fears,17
246,TECHNOTRONIC,"['euro house', 'eurodance', 'european', 'electronic', 'belgian', 'hip house', 'new beat']","[{'count': '1', 'name': 'electronic'}, {'count': '1', 'name': 'belgian'}, {'count': '2', 'name': 'eurodance'}, {'count': '2', 'name': 'european'}, {'count': '1', 'name': 'hip house'}, {'count': '4', 'name': 'euro house'}, {'count': '1', 'name': 'new beat'}]",Technotronic,1
247,THE BEATLES,"['merseybeat', 'british invasion', '60s', 'psychedelic rock', 'rock', 'pop', 'british', 'pop rock', 'psychedelia', 'classic rock', 'psychedelic pop', 'rock and roll', 'liverpool', 'beat', 'rock music', 'europe', 'mainstream rock', 'popular music', '1960s', 'rock groups', 'britpop', 'film soundtrack', 'heavy metal', 'orchestral', 'hair metal', 'rock roll', 'parlophone', 'a filk artist', 'indie rock', 'the-beatles', 'psychedelic', 'pop-rock', 'sunshine pop', 'pop-metal', 'hard rock', 'rhythm & blues', 'experimental', '80s', 'blues rock', 'tribute albums', 'progressive rock', 'classical pop', 'overrated', 'folk-rock', 'beat music', 'art pop', 'favoritos', '1', 'folk pop', 'one beatles', 'psychedelic/garage', 'british rhythm & blues', 'get back', 'pop/rock', 'the beatles - primal colours', 'rock & roll', 'baroque pop', 'bbc', 'orchestral pop', 'british psychedelia', 'adult alternative pop rock', 'instrumental pop', 'singer songwriter', 'classic pop and rock', 'art rock', 'europop', 'folk rock', 'reino unido', 'experimental rock', 'boys band', 'english', 'uk', 'abbey road', 'male vocalists', 'united kingdom']","[{'count': '42', 'name': 'rock'}, {'count': '25', 'name': 'pop'}, {'count': '-4', 'name': 'progressive rock'}, {'count': '-4', 'name': '80s'}, {'count': '-7', 'name': 'heavy metal'}, {'count': '-4', 'name': 'pop-rock'}, {'count': '-6', 'name': 'orchestral'}, {'count': '-4', 'name': 'experimental'}, {'count': '21', 'name': 'british'}, {'count': '-1', 'name': 'uk'}, {'count': '6', 'name': '60s'}, {'count': '-4', 'name': 'hard rock'}, {'count': '-5', 'name': 'indie rock'}, {'count': '-1', 'name': 'folk rock'}, {'count': '6', 'name': 'psychedelic rock'}, {'count': '-5', 'name': 'psychedelic'}, {'count': '-4', 'name': 'blues rock'}, {'count': '0', 'name': 'britpop'}, {'count': '-2', 'name': 'art rock'}, {'count': '-3', 'name': 'folk-rock'}, {'count': '-2', 'name': 'baroque pop'}, {'count': '2', 'name': 'classic rock'}, {'count': '1', 'name': '1960s'}, {'count': '12', 'name': 'psychedelic pop'}, {'count': '-1', 'name': 'experimental rock'}, {'count': '20', 'name': 'pop rock'}, {'count': '-2', 'name': 'europop'}, {'count': '8', 'name': 'british invasion'}, {'count': '1', 'name': 'rock and roll'}, {'count': '-5', 'name': 'rock roll'}, {'count': '1', 'name': 'beat'}, {'count': '-1', 'name': 'english'}, {'count': '-4', 'name': 'sunshine pop'}, {'count': '-3', 'name': 'folk pop'}, {'count': '1', 'name': 'rock music'}, {'count': '1', 'name': 'liverpool'}, {'count': '-5', 'name': 'parlophone'}, {'count': '-1', 'name': 'united kingdom'}, {'count': '-5', 'name': 'hair metal'}, {'count': '1', 'name': 'europe'}, {'count': '-3', 'name': '1'}, {'count': '-2', 'name': 'bbc'}, {'count': '0', 'name': 'film soundtrack'}, {'count': '-2', 'name': 'classic pop and rock'}, {'count': '-2', 'name': 'singer songwriter'}, {'count': '-3', 'name': 'classical pop'}, {'count': '-2', 'name': 'instrumental pop'}, {'count': '9', 'name': 'merseybeat'}, {'count': '-2', 'name': 'adult alternative pop rock'}, {'count': '-4', 'name': 'tribute albums'}, {'count': '-2', 'name': 'british psychedelia'}, {'count': '-2', 'name': 'orchestral pop'}, {'count': '-4', 'name': 'pop-metal'}, {'count': '2', 'name': 'psychedelia'}, {'count': '-1', 'name': 'male vocalists'}, {'count': '-5', 'name': 'the-beatles'}, {'count': '1', 'name': 'mainstream rock'}, {'count': '-1', 'name': 'boys band'}, {'count': '-1', 'name': 'abbey road'}, {'count': '-2', 'name': 'rock & roll'}, {'count': '-2', 'name': 'pop/rock'}, {'count': '-4', 'name': 'rhythm & blues'}, {'count': '-3', 'name': 'overrated'}, {'count': '-2', 'name': 'psychedelic/garage'}, {'count': '-3', 'name': 'art pop'}, {'count': '-3', 'name': 'one beatles'}, {'count': '1', 'name': 'popular music'}, {'count': '-5', 'name': 'a filk artist'}, {'count': '-2', 'name': 'british rhythm & blues'}, {'count': '-3', 'name': 'beat music'}, {'count': '-2', 'name': 'get back'}, {'count': '-3', 'name': 'favoritos'}, {'count': '-2', 'name': 'the beatles - primal colours'}, {'count': '-1', 'name': 'reino unido'}, {'count': '1', 'name': 'rock groups'}]","Beatles, The",21
248,THE BLUES BROTHERS,"['blues', 'soul', 'blues rock', 'film soundtrack', 'rock & roll', 'rhythm & blues', 'cowboy', 'fictional', 'classic pop and rock', 'check it', 'the blues brothers']","[{'count': '0', 'name': 'fictional'}, {'count': '3', 'name': 'blues'}, {'count': '2', 'name': 'soul'}, {'count': '2', 'name': 'blues rock'}, {'count': '1', 'name': 'film soundtrack'}, {'count': '0', 'name': 'classic pop and rock'}, {'count': '0', 'name': 'check it'}, {'count': '1', 'name': 'rock & roll'}, {'count': '1', 'name': 'rhythm & blues'}, {'count': '1', 'name': 'cowboy'}, {'count': '0', 'name': 'the blues brothers'}]",Blues Brothers,3
249,THE CHEMICAL BROTHERS,"['british', 'breakbeat', 'neo-psychedelia', 'electronic', 'progressive house', 'big beat', 'techno', 'trip-hop', 'manchester', 'england', 'trip hop', 'english', 'tech house', 'alternative dance', 'electronica', 'uk', 'house', 'dance and electronica', 'united kingdom']","[{'count': '0', 'name': 'trip-hop'}, {'count': '24', 'name': 'electronic'}, {'count': '15', 'name': 'big beat'}, {'count': '0', 'name': 'house'}, {'count': '4', 'name': 'british'}, {'count': '0', 'name': 'uk'}, {'count': '1', 'name': 'techno'}, {'count': '0', 'name': 'electronica'}, {'count': '4', 'name': 'breakbeat'}, {'count': '0', 'name': 'tech house'}, {'count': '3', 'name': 'neo-psychedelia'}, {'count': '0', 'name': 'alternative dance'}, {'count': '2', 'name': 'progressive house'}, {'count': '0', 'name': 'english'}, {'count': '0', 'name': 'trip hop'}, {'count': '0', 'name': 'england'}, {'count': '0', 'name': 'manchester'}, {'count': '-1', 'name': 'united kingdom'}, {'count': '0', 'name': 'dance and electronica'}]","Chemical Brothers, The",21
250,THE CLASH,"['post-punk', 'new wave', 'dance-punk', 'british', 'punk', 'punk rock', 'reggae rock', 'reino unido', 'rock', 'uk', 'funk', 'english', 'classic pop and rock', 'server name', 'england']","[{'count': '0', 'name': 'rock'}, {'count': '3', 'name': 'punk'}, {'count': '20', 'name': 'punk rock'}, {'count': '4', 'name': 'british'}, {'count': '8', 'name': 'post-punk'}, {'count': '8', 'name': 'new wave'}, {'count': '0', 'name': 'uk'}, {'count': '0', 'name': 'funk'}, {'count': '1', 'name': 'reggae rock'}, {'count': '0', 'name': 'english'}, {'count': '8', 'name': 'dance-punk'}, {'count': '-1', 'name': 'england'}, {'count': '0', 'name': 'classic pop and rock'}, {'count': '0', 'name': 'server name'}, {'count': '1', 'name': 'reino unido'}]","Clash, The",5
251,THE CRYSTAL METHOD,"['big beat', 'electronic', 'electronica', 'breakbeat']","[{'count': '4', 'name': 'electronic'}, {'count': '5', 'name': 'big beat'}, {'count': '2', 'name': 'electronica'}, {'count': '1', 'name': 'breakbeat'}]","Crystal Method, The",9
252,THE CURE,"['goth', 'dark', 'english', 'rock', 'new wave', 'post-punk', 'gothic rock', 'alternative rock', 'synthpop', 'british', 'punk', 'synth-pop', 'uk', 'alternative', 'indie rock', 'gothic', 'jangle pop', 'pop rock', 'britannique', 'pop', 'classic pop and rock', 'dance-rock']","[{'count': '3', 'name': 'rock'}, {'count': '2', 'name': 'synthpop'}, {'count': '0', 'name': 'pop'}, {'count': '21', 'name': 'alternative rock'}, {'count': '1', 'name': 'punk'}, {'count': '11', 'name': 'british'}, {'count': '22', 'name': 'post-punk'}, {'count': '23', 'name': 'new wave'}, {'count': '1', 'name': 'uk'}, {'count': '0', 'name': 'britannique'}, {'count': '0', 'name': 'indie rock'}, {'count': '7', 'name': 'goth'}, {'count': '0', 'name': 'alternative'}, {'count': '1', 'name': 'synth-pop'}, {'count': '0', 'name': 'gothic'}, {'count': '0', 'name': 'jangle pop'}, {'count': '0', 'name': 'pop rock'}, {'count': '22', 'name': 'gothic rock'}, {'count': '4', 'name': 'english'}, {'count': '5', 'name': 'dark'}, {'count': '0', 'name': 'classic pop and rock'}, {'count': '0', 'name': 'dance-rock'}]","Cure, The",10
253,THE DANDY WARHOLS,"['alternative rock', 'indie rock', 'indie pop', 'pop rock', 'neo-psychedelia', 'rock and indie', 'christmas music']","[{'count': '3', 'name': 'alternative rock'}, {'count': '2', 'name': 'indie rock'}, {'count': '2', 'name': 'indie pop'}, {'count': '2', 'name': 'pop rock'}, {'count': '2', 'name': 'neo-psychedelia'}, {'count': '0', 'name': 'rock and indie'}, {'count': '0', 'name': 'christmas music'}]","Dandy Warhols, The",5
254,THE DOORS,"['classic rock', 'hard rock', 'psychedelic rock', 'blues rock', 'acid rock', 'rock', 'psychedelic', 'gothic', 'art rock', 'contemporary pop/rock', 'album rock', 'pop', 'rock and roll', 'gothic rock', 'proto-punk', 'am pop', 'poetry', 'pop rock', 'whisky a go go', 'true classics', 'psychedelic pop', 'classic pop and rock', 'american', 'nuno']","[{'count': '10', 'name': 'rock'}, {'count': '1', 'name': 'pop'}, {'count': '-1', 'name': 'american'}, {'count': '4', 'name': 'hard rock'}, {'count': '1', 'name': 'gothic'}, {'count': '21', 'name': 'psychedelic rock'}, {'count': '1', 'name': 'psychedelic'}, {'count': '18', 'name': 'blues rock'}, {'count': '1', 'name': 'art rock'}, {'count': '-2', 'name': 'poetry'}, {'count': '8', 'name': 'classic rock'}, {'count': '1', 'name': 'album rock'}, {'count': '-1', 'name': 'psychedelic pop'}, {'count': '-2', 'name': 'pop rock'}, {'count': '1', 'name': 'rock and roll'}, {'count': '1', 'name': 'gothic rock'}, {'count': '11', 'name': 'acid rock'}, {'count': '-1', 'name': 'classic pop and rock'}, {'count': '1', 'name': 'proto-punk'}, {'count': '0', 'name': 'am pop'}, {'count': '1', 'name': 'contemporary pop/rock'}, {'count': '-1', 'name': 'true classics'}, {'count': '-1', 'name': 'whisky a go go'}, {'count': '-1', 'name': 'nuno'}]","Doors, The",19
255,"THE HILLIARD ENSEMBLE; SWR STUTTGART RADIO SYMPHONY ORCH, ANDREY BOREYKO, DIR; ALEXEI LUBIMOV, PIANO","['classical', 'symphony orchestra', 'german orchestra']","[{'count': '1', 'name': 'symphony orchestra'}, {'count': '1', 'name': 'german orchestra'}, {'count': '2', 'name': 'classical'}]",RadioSinfonieorchester Stuttgart des SWR,11
256,THE KINKS,"['rock', 'rock & roll', 'mod', 'pop rock', 'english', 'rock and roll', 'beat music', 'british', 'classic rock', 'pop', 'british invasion', 'proto-punk', ""60's"", 'garage rock', 'baroque pop', 'uk', 'britpop', 'proto-rock', '60s', 'classic pop and rock', 'pop/rock']","[{'count': '9', 'name': 'rock'}, {'count': '1', 'name': 'pop'}, {'count': '2', 'name': 'british'}, {'count': '0', 'name': 'uk'}, {'count': '-1', 'name': '60s'}, {'count': '-1', 'name': 'proto-rock'}, {'count': '-1', 'name': 'britpop'}, {'count': '0', 'name': 'baroque pop'}, {'count': '1', 'name': 'classic rock'}, {'count': '2', 'name': 'pop rock'}, {'count': '1', 'name': 'garage rock'}, {'count': '1', 'name': 'british invasion'}, {'count': '2', 'name': 'rock and roll'}, {'count': '3', 'name': 'mod'}, {'count': '2', 'name': 'english'}, {'count': '-1', 'name': 'classic pop and rock'}, {'count': '1', 'name': 'proto-punk'}, {'count': '3', 'name': 'rock & roll'}, {'count': '-1', 'name': 'pop/rock'}, {'count': '1', 'name': ""60's""}, {'count': '2', 'name': 'beat music'}]","Kinks, The",9
257,THE ORB,"['ambient', 'electronic', 'ambient house', 'uk', 'british', 'ambient dub', 'chillout', 'idm', 'electronica', 'ambient techno', 'chill out', 'english', 'dance and electronica', 'dub techno']","[{'count': '4', 'name': 'electronic'}, {'count': '1', 'name': 'chillout'}, {'count': '6', 'name': 'ambient'}, {'count': '2', 'name': 'british'}, {'count': '1', 'name': 'idm'}, {'count': '3', 'name': 'uk'}, {'count': '1', 'name': 'electronica'}, {'count': '1', 'name': 'ambient techno'}, {'count': '2', 'name': 'ambient dub'}, {'count': '4', 'name': 'ambient house'}, {'count': '1', 'name': 'chill out'}, {'count': '1', 'name': 'english'}, {'count': '1', 'name': 'dance and electronica'}, {'count': '1', 'name': 'dub techno'}]","Orb, The",10
258,THE PIXIES,"['indie rock', 'alternative rock', 'american', 'noise pop', 'post-hardcore', 'noise rock', '4ad', 'rock', 'punk rock', 'usa', 'américain', 'acoustic rock', 'surf rock', 'rock and indie', 'surfer music']","[{'count': '0', 'name': 'rock'}, {'count': '16', 'name': 'alternative rock'}, {'count': '1', 'name': 'american'}, {'count': '0', 'name': 'punk rock'}, {'count': '0', 'name': 'usa'}, {'count': '9', 'name': 'indie rock'}, {'count': '0', 'name': 'américain'}, {'count': '0', 'name': 'acoustic rock'}, {'count': '1', 'name': 'noise pop'}, {'count': '1', 'name': 'post-hardcore'}, {'count': '0', 'name': 'surf rock'}, {'count': '1', 'name': 'noise rock'}, {'count': '1', 'name': '4ad'}, {'count': '0', 'name': 'rock and indie'}, {'count': '0', 'name': 'surfer music'}]",Pixies,9
259,THE POLICE,"['new wave', 'rock', 'pop rock', 'post-punk', 'reggae rock', 'punk', 'indie rock', 'pop reggae', 'pop/rock', 'classic pop and rock', 'the police', 'english', 'alternative', 'alternative rock', 'power pop', 'british', 'punk rock', '2008 universal fire victim', 'england', 'uk']","[{'count': '7', 'name': 'rock'}, {'count': '0', 'name': 'alternative rock'}, {'count': '1', 'name': 'punk'}, {'count': '0', 'name': 'punk rock'}, {'count': '0', 'name': 'british'}, {'count': '3', 'name': 'post-punk'}, {'count': '8', 'name': 'new wave'}, {'count': '-1', 'name': 'uk'}, {'count': '1', 'name': 'indie rock'}, {'count': '0', 'name': 'power pop'}, {'count': '0', 'name': 'alternative'}, {'count': '5', 'name': 'pop rock'}, {'count': '1', 'name': 'reggae rock'}, {'count': '0', 'name': 'english'}, {'count': '-1', 'name': 'england'}, {'count': '0', 'name': 'the police'}, {'count': '0', 'name': 'classic pop and rock'}, {'count': '0', 'name': 'pop/rock'}, {'count': '0', 'name': 'pop reggae'}, {'count': '0', 'name': '2008 universal fire victim'}]","Police, The",10
260,THE PRETENDERS,"['rock', 'new wave', 'pop', 'punk', 'punk rock', 'british', 'uk', 'hard rock', 'jangle pop', 'pop rock', 'alternative rock', 'english', 'england', 'classic pop and rock', 'hereford']","[{'count': '6', 'name': 'rock'}, {'count': '1', 'name': 'pop'}, {'count': '0', 'name': 'alternative rock'}, {'count': '1', 'name': 'punk'}, {'count': '1', 'name': 'punk rock'}, {'count': '1', 'name': 'british'}, {'count': '5', 'name': 'new wave'}, {'count': '1', 'name': 'uk'}, {'count': '1', 'name': 'hard rock'}, {'count': '1', 'name': 'jangle pop'}, {'count': '1', 'name': 'pop rock'}, {'count': '0', 'name': 'english'}, {'count': '0', 'name': 'england'}, {'count': '0', 'name': 'classic pop and rock'}, {'count': '0', 'name': 'hereford'}]",Pretenders,18
261,THE SWINGTANIC SEXTET,"['jazz', 'swing', 'big band', 'cotm', 'integrated']","[{'count': '1', 'name': 'big band'}, {'count': '0', 'name': 'cotm'}, {'count': '0', 'name': 'integrated'}, {'count': '3', 'name': 'jazz'}, {'count': '3', 'name': 'swing'}]","Goodman, Benny, Sextet, The",2
262,THE VELVET UNDERGROUND,"['noise rock', 'rock', 'pop rock', 'garage rock', 'psychedelic rock', 'experimental rock', 'art rock', 'proto-punk', 'rock music', 'american', 'usa', 'américain', 'classic rock', 'protopunk', 'classic pop and rock', 'pop/rock']","[{'count': '5', 'name': 'rock'}, {'count': '0', 'name': 'american'}, {'count': '0', 'name': 'usa'}, {'count': '2', 'name': 'psychedelic rock'}, {'count': '0', 'name': 'américain'}, {'count': '12', 'name': 'art rock'}, {'count': '0', 'name': 'classic rock'}, {'count': '13', 'name': 'experimental rock'}, {'count': '4', 'name': 'pop rock'}, {'count': '3', 'name': 'garage rock'}, {'count': '0', 'name': 'protopunk'}, {'count': '9', 'name': 'noise rock'}, {'count': '1', 'name': 'rock music'}, {'count': '0', 'name': 'classic pop and rock'}, {'count': '10', 'name': 'proto-punk'}, {'count': '0', 'name': 'pop/rock'}]","Velvet Underground, The",2
263,THE VERVE,"['alternative rock', 'britpop', 'british', 'neo-psychedelia', 'shoegaze', 'uk', 'post-britpop', 'rock', 'english', 'rock and indie', 'england', 'space rock revival', 'britannique', 'dream pop', 'wigan', 'indie rock', 'space rock']","[{'count': '1', 'name': 'rock'}, {'count': '6', 'name': 'alternative rock'}, {'count': '2', 'name': 'shoegaze'}, {'count': '3', 'name': 'british'}, {'count': '2', 'name': 'uk'}, {'count': '1', 'name': 'britannique'}, {'count': '0', 'name': 'indie rock'}, {'count': '5', 'name': 'britpop'}, {'count': '0', 'name': 'space rock'}, {'count': '3', 'name': 'neo-psychedelia'}, {'count': '0', 'name': 'dream pop'}, {'count': '1', 'name': 'english'}, {'count': '1', 'name': 'england'}, {'count': '0', 'name': 'wigan'}, {'count': '1', 'name': 'rock and indie'}, {'count': '2', 'name': 'post-britpop'}, {'count': '1', 'name': 'space rock revival'}]","Verve, The",13
264,THE WHITE STRIPES,"['indie rock', 'blues rock', 'garage rock', 'garage rock revival', 'american', 'alternative rock', 'garage punk', 'detroit', ""2000's"", 'punk blues', 'rock', 'hard rock', 'acoustic rock', 'rock and indie']","[{'count': '0', 'name': 'punk blues'}, {'count': '1', 'name': 'garage punk'}, {'count': '5', 'name': 'garage rock'}, {'count': '0', 'name': 'rock'}, {'count': '5', 'name': 'garage rock revival'}, {'count': '1', 'name': 'detroit'}, {'count': '1', 'name': ""2000's""}, {'count': '-1', 'name': 'rock and indie'}, {'count': '3', 'name': 'american'}, {'count': '7', 'name': 'blues rock'}, {'count': '0', 'name': 'hard rock'}, {'count': '0', 'name': 'acoustic rock'}, {'count': '9', 'name': 'indie rock'}, {'count': '11', 'name': 'alternative rock'}]","White Stripes, The",12
265,THEY MIGHT BE GIANTS,"['alternative rock', 'geek rock', ""children's music"", 'indie pop', 'power pop', 'television music', 'usa', 'college rock', 'rock', 'art pop', 'minimal wave', 'pop rock', 'pop punk', 'new wave', 'post-punk', 'avant-garde pop', 'children s', 'classic pop and rock', 'american']","[{'count': '1', 'name': 'rock'}, {'count': '6', 'name': 'alternative rock'}, {'count': '0', 'name': 'american'}, {'count': '1', 'name': 'post-punk'}, {'count': '1', 'name': 'new wave'}, {'count': '2', 'name': 'usa'}, {'count': '3', 'name': 'power pop'}, {'count': '4', 'name': 'indie pop'}, {'count': '2', 'name': 'college rock'}, {'count': '1', 'name': 'pop rock'}, {'count': '1', 'name': 'pop punk'}, {'count': '4', 'name': 'geek rock'}, {'count': '0', 'name': 'children s'}, {'count': '0', 'name': 'classic pop and rock'}, {'count': '1', 'name': 'minimal wave'}, {'count': '4', 'name': ""children's music""}, {'count': '1', 'name': 'art pop'}, {'count': '2', 'name': 'television music'}, {'count': '1', 'name': 'avant-garde pop'}]",They Might Be Giants,6
