,Artist,Genre,tag-list,Artist2,SongCount
176,MOLOKO,"['house', 'acid jazz', 'alternative dance', 'dance-pop', 'art pop', 'electronic', 'funky house', 'trip hop', 'dance and electronica', 'british', 'uk', 'english']","[{'count': '1', 'name': 'electronic'}, {'count': '3', 'name': 'house'}, {'count': '0', 'name': 'british'}, {'count': '0', 'name': 'uk'}, {'count': '2', 'name': 'dance-pop'}, {'count': '1', 'name': 'funky house'}, {'count': '3', 'name': 'acid jazz'}, {'count': '3', 'name': 'alternative dance'}, {'count': '0', 'name': 'english'}, {'count': '1', 'name': 'trip hop'}, {'count': '1', 'name': 'dance and electronica'}, {'count': '2', 'name': 'art pop'}]",Moloko,1
177,MORPHINE,"['alternative rock', 'rock', 'jazz rock', 'blues rock', 'saxophone', 'low rock', 'indie rock']","[{'count': '1', 'name': 'rock'}, {'count': '3', 'name': 'alternative rock'}, {'count': '0', 'name': 'indie rock'}, {'count': '1', 'name': 'jazz rock'}, {'count': '1', 'name': 'blues rock'}, {'count': '1', 'name': 'saxophone'}, {'count': '1', 'name': 'low rock'}]",Morphine,14
178,MR BUNGLE,"['experimental rock', 'avant-garde', 'experimental', 'thrash metal', 'art rock', 'avant-garde metal', 'progressive metal', 'funk rock', 'alternative metal', 'funk metal', 'zolo', 'genre dysphoria', 'polystylism', 'rock', 'weird america', 'scary clowns']","[{'count': '1', 'name': 'rock'}, {'count': '2', 'name': 'progressive metal'}, {'count': '3', 'name': 'thrash metal'}, {'count': '4', 'name': 'experimental'}, {'count': '2', 'name': 'funk rock'}, {'count': '3', 'name': 'art rock'}, {'count': '7', 'name': 'experimental rock'}, {'count': '2', 'name': 'alternative metal'}, {'count': '2', 'name': 'funk metal'}, {'count': '3', 'name': 'avant-garde metal'}, {'count': '5', 'name': 'avant-garde'}, {'count': '2', 'name': 'zolo'}, {'count': '2', 'name': 'genre dysphoria'}, {'count': '-1', 'name': 'scary clowns'}, {'count': '2', 'name': 'polystylism'}, {'count': '0', 'name': 'weird america'}]",Mr. Bungle,5
179,MUSSORGSKY,"['classical', 'composer', 'russian composer', 'romantic classical', 'russian', 'orchestral', 'opera', 'piano', 'symphony', 'ballet', 'soundtrack', 'score']","[{'count': '-1', 'name': 'soundtrack'}, {'count': '6', 'name': 'classical'}, {'count': '0', 'name': 'orchestral'}, {'count': '1', 'name': 'russian'}, {'count': '0', 'name': 'opera'}, {'count': '0', 'name': 'piano'}, {'count': '-1', 'name': 'score'}, {'count': '3', 'name': 'composer'}, {'count': '0', 'name': 'symphony'}, {'count': '0', 'name': 'ballet'}, {'count': '2', 'name': 'russian composer'}, {'count': '2', 'name': 'romantic classical'}]","Mussorgsky, Modest Petrovich",15
180,NEW ORDER,"['alternative dance', 'synthpop', 'alternative rock', 'synth-pop', 'british', 'new wave', 'post-punk', 'electronic', 'popular music', 'dance-rock', 'rock', 'house', 'dance', 'classic pop and rock', 'baggy / madchester', 'england', 'english', 'techno', 'pop rock', 'electropop', 'alternative', 'britannique', 'uk', '80s', 'factory records']","[{'count': '1', 'name': 'rock'}, {'count': '12', 'name': 'electronic'}, {'count': '8', 'name': 'synthpop'}, {'count': '7', 'name': 'alternative rock'}, {'count': '0', 'name': '80s'}, {'count': '1', 'name': 'dance'}, {'count': '1', 'name': 'house'}, {'count': '4', 'name': 'british'}, {'count': '13', 'name': 'post-punk'}, {'count': '20', 'name': 'new wave'}, {'count': '0', 'name': 'uk'}, {'count': '0', 'name': 'britannique'}, {'count': '0', 'name': 'techno'}, {'count': '0', 'name': 'alternative'}, {'count': '7', 'name': 'synth-pop'}, {'count': '0', 'name': 'electropop'}, {'count': '0', 'name': 'pop rock'}, {'count': '9', 'name': 'alternative dance'}, {'count': '0', 'name': 'english'}, {'count': '0', 'name': 'england'}, {'count': '0', 'name': 'classic pop and rock'}, {'count': '1', 'name': 'dance-rock'}, {'count': '1', 'name': 'popular music'}, {'count': '0', 'name': 'baggy / madchester'}, {'count': '0', 'name': 'factory records'}]",New Order,29
181,NICKI MINAJ,"['hip hop', 'queen of rap', 'electronic', 'pop', 'pop rap', 'r&b', '2010s', 'east coast hip hop', 'late 2000s', 'rap', 'a filk artist', 'relic inn', 'cousin in trinidad wont get the vaccine', 'hip-hop']","[{'count': '3', 'name': 'electronic'}, {'count': '3', 'name': 'pop'}, {'count': '0', 'name': 'rap'}, {'count': '-1', 'name': 'hip-hop'}, {'count': '6', 'name': 'hip hop'}, {'count': '3', 'name': 'pop rap'}, {'count': '2', 'name': 'r&b'}, {'count': '1', 'name': '2010s'}, {'count': '1', 'name': 'east coast hip hop'}, {'count': '0', 'name': 'a filk artist'}, {'count': '0', 'name': 'relic inn'}, {'count': '4', 'name': 'queen of rap'}, {'count': '0', 'name': 'cousin in trinidad wont get the vaccine'}, {'count': '1', 'name': 'late 2000s'}]","Minaj, Nicki",217
182,TRINA,['hip hop'],"[{'count': '2', 'name': 'hip hop'}]",Trina,12
183,LIL KIM,"['hip hop', 'pop rap', 'east coast hip hop', 'hardcore hip hop', 'gangsta rap', 'dirty rap', 'american', 'hip-hop', 'hip hop rnb and dance hall']","[{'count': '0', 'name': 'american'}, {'count': '0', 'name': 'hip-hop'}, {'count': '7', 'name': 'hip hop'}, {'count': '2', 'name': 'gangsta rap'}, {'count': '5', 'name': 'pop rap'}, {'count': '1', 'name': 'dirty rap'}, {'count': '0', 'name': 'hip hop rnb and dance hall'}, {'count': '4', 'name': 'east coast hip hop'}, {'count': '4', 'name': 'hardcore hip hop'}]",Lil Kim,23
184,NICKI MINAJ;YUNG RALPH,"['hip hop', 'queen of rap', 'electronic', 'pop', 'pop rap', 'r&b', '2010s', 'east coast hip hop', 'late 2000s', 'rap', 'a filk artist', 'relic inn', 'cousin in trinidad wont get the vaccine', 'hip-hop']","[{'count': '3', 'name': 'electronic'}, {'count': '3', 'name': 'pop'}, {'count': '0', 'name': 'rap'}, {'count': '-1', 'name': 'hip-hop'}, {'count': '6', 'name': 'hip hop'}, {'count': '3', 'name': 'pop rap'}, {'count': '2', 'name': 'r&b'}, {'count': '1', 'name': '2010s'}, {'count': '1', 'name': 'east coast hip hop'}, {'count': '0', 'name': 'a filk artist'}, {'count': '0', 'name': 'relic inn'}, {'count': '4', 'name': 'queen of rap'}, {'count': '0', 'name': 'cousin in trinidad wont get the vaccine'}, {'count': '1', 'name': 'late 2000s'}]","Minaj, Nicki",1
185,NIN,"['industrial metal', 'electro-industrial', 'industrial rock', 'rock', 'post-industrial', 'industrial', 'alternative rock', 'electronic', 'american', 'indie rock', 'alternative dance', 'libre', 'free culture', 'bootleg', 'n3', 'rock and indie', 'américain', 'alternative metal', 'experimental rock', 'alternative', 'usa', 'creative commons', 'synthpop', '2008 universal fire victim']","[{'count': '2', 'name': 'rock'}, {'count': '12', 'name': 'electronic'}, {'count': '-1', 'name': 'synthpop'}, {'count': '14', 'name': 'alternative rock'}, {'count': '15', 'name': 'industrial'}, {'count': '35', 'name': 'industrial rock'}, {'count': '-1', 'name': 'creative commons'}, {'count': '6', 'name': 'industrial metal'}, {'count': '1', 'name': 'american'}, {'count': '-1', 'name': 'usa'}, {'count': '1', 'name': 'indie rock'}, {'count': '-1', 'name': 'alternative'}, {'count': '-1', 'name': 'américain'}, {'count': '-1', 'name': 'experimental rock'}, {'count': '-1', 'name': 'alternative metal'}, {'count': '6', 'name': 'electro-industrial'}, {'count': '2', 'name': 'post-industrial'}, {'count': '1', 'name': 'alternative dance'}, {'count': '-2', 'name': 'bootleg'}, {'count': '-1', 'name': 'rock and indie'}, {'count': '-1', 'name': 'n3'}, {'count': '0', 'name': 'free culture'}, {'count': '0', 'name': 'libre'}, {'count': '-1', 'name': '2008 universal fire victim'}]",Nine Inch Nails,3
186,NINE INCH NAILS & GARBAGE,"['industrial metal', 'electro-industrial', 'industrial rock', 'rock', 'post-industrial', 'industrial', 'alternative rock', 'electronic', 'american', 'indie rock', 'alternative dance', 'libre', 'free culture', 'bootleg', 'n3', 'rock and indie', 'américain', 'alternative metal', 'experimental rock', 'alternative', 'usa', 'creative commons', 'synthpop', '2008 universal fire victim']","[{'count': '2', 'name': 'rock'}, {'count': '12', 'name': 'electronic'}, {'count': '-1', 'name': 'synthpop'}, {'count': '14', 'name': 'alternative rock'}, {'count': '15', 'name': 'industrial'}, {'count': '35', 'name': 'industrial rock'}, {'count': '-1', 'name': 'creative commons'}, {'count': '6', 'name': 'industrial metal'}, {'count': '1', 'name': 'american'}, {'count': '-1', 'name': 'usa'}, {'count': '1', 'name': 'indie rock'}, {'count': '-1', 'name': 'alternative'}, {'count': '-1', 'name': 'américain'}, {'count': '-1', 'name': 'experimental rock'}, {'count': '-1', 'name': 'alternative metal'}, {'count': '6', 'name': 'electro-industrial'}, {'count': '2', 'name': 'post-industrial'}, {'count': '1', 'name': 'alternative dance'}, {'count': '-2', 'name': 'bootleg'}, {'count': '-1', 'name': 'rock and indie'}, {'count': '-1', 'name': 'n3'}, {'count': '0', 'name': 'free culture'}, {'count': '0', 'name': 'libre'}, {'count': '-1', 'name': '2008 universal fire victim'}]",Nine Inch Nails,1
187,NIRVANA,"['american', 'seattle', 'acoustic rock', 'grunge', '90s', 'sludge metal', 'usa', 'alternative rock', 'rock', 'united states', 'noise rock', 'post-hardcore', 'alternative metal', 'estados unidos', 'punk rock', 'punk', 'américain', 'alternative', 'indie rock', 'hard rock', 'band', 'experimental', '90', 'northwest', 'rock and indie', 'nirvana', 'kurt cobain', '2008 universal fire victim', 'legendary', 'cowpunk']","[{'count': '20', 'name': 'rock'}, {'count': '28', 'name': 'alternative rock'}, {'count': '4', 'name': '90s'}, {'count': '1', 'name': 'punk'}, {'count': '9', 'name': 'american'}, {'count': '1', 'name': 'punk rock'}, {'count': '0', 'name': 'experimental'}, {'count': '7', 'name': 'seattle'}, {'count': '59', 'name': 'grunge'}, {'count': '0', 'name': 'band'}, {'count': '0', 'name': 'hard rock'}, {'count': '3', 'name': 'usa'}, {'count': '0', 'name': 'indie rock'}, {'count': '0', 'name': 'alternative'}, {'count': '0', 'name': 'américain'}, {'count': '0', 'name': 'legendary'}, {'count': '6', 'name': 'acoustic rock'}, {'count': '1', 'name': 'alternative metal'}, {'count': '1', 'name': 'post-hardcore'}, {'count': '-1', 'name': 'cowpunk'}, {'count': '10', 'name': 'noise rock'}, {'count': '3', 'name': 'sludge metal'}, {'count': '0', 'name': '90'}, {'count': '0', 'name': 'northwest'}, {'count': '0', 'name': 'rock and indie'}, {'count': '2', 'name': 'united states'}, {'count': '0', 'name': 'nirvana'}, {'count': '0', 'name': 'kurt cobain'}, {'count': '0', 'name': '2008 universal fire victim'}, {'count': '1', 'name': 'estados unidos'}]",Nirvana,12
188,ORB,"['ambient', 'electronic', 'ambient house', 'uk', 'british', 'ambient dub', 'chillout', 'idm', 'electronica', 'ambient techno', 'chill out', 'english', 'dance and electronica', 'dub techno']","[{'count': '4', 'name': 'electronic'}, {'count': '1', 'name': 'chillout'}, {'count': '6', 'name': 'ambient'}, {'count': '2', 'name': 'british'}, {'count': '1', 'name': 'idm'}, {'count': '3', 'name': 'uk'}, {'count': '1', 'name': 'electronica'}, {'count': '1', 'name': 'ambient techno'}, {'count': '2', 'name': 'ambient dub'}, {'count': '4', 'name': 'ambient house'}, {'count': '1', 'name': 'chill out'}, {'count': '1', 'name': 'english'}, {'count': '1', 'name': 'dance and electronica'}, {'count': '1', 'name': 'dub techno'}]","Orb, The",1
189,ORBITAL,"['electronic', 'electronica', 'techno', 'big beat', 'house', 'idm', 'breakbeat', 'ambient techno', 'ambient house', 'british', 'english', 'uk', 'dance and electronica']","[{'count': '4', 'name': 'electronic'}, {'count': '1', 'name': 'big beat'}, {'count': '1', 'name': 'house'}, {'count': '0', 'name': 'british'}, {'count': '1', 'name': 'idm'}, {'count': '-1', 'name': 'uk'}, {'count': '2', 'name': 'techno'}, {'count': '3', 'name': 'electronica'}, {'count': '1', 'name': 'breakbeat'}, {'count': '1', 'name': 'ambient techno'}, {'count': '1', 'name': 'ambient house'}, {'count': '0', 'name': 'english'}, {'count': '-1', 'name': 'dance and electronica'}]",Orbital,1
190,PAUL WELLER VS PORTISHEAD,"['electronic', 'downtempo', 'trip-hop', 'experimental rock', 'folktronica', 'british', 'alternative rock', 'trip hop', 'krautrock', 'dark jazz', 'neo-psychedelia', 'rock', 'english', 'electonic', 'dance and electronica', 'triphop', 'electro-industrial', 'trip rock', 'down-tempo', 'psychedelic', 'britannique', 'uk', 'chillout', 'the lost generation']","[{'count': '6', 'name': 'trip-hop'}, {'count': '-1', 'name': 'down-tempo'}, {'count': '-1', 'name': 'rock'}, {'count': '9', 'name': 'electronic'}, {'count': '7', 'name': 'downtempo'}, {'count': '2', 'name': 'alternative rock'}, {'count': '0', 'name': 'krautrock'}, {'count': '-1', 'name': 'chillout'}, {'count': '2', 'name': 'british'}, {'count': '-1', 'name': 'uk'}, {'count': '-1', 'name': 'britannique'}, {'count': '-1', 'name': 'psychedelic'}, {'count': '6', 'name': 'experimental rock'}, {'count': '-1', 'name': 'trip rock'}, {'count': '-1', 'name': 'electro-industrial'}, {'count': '0', 'name': 'neo-psychedelia'}, {'count': '-1', 'name': 'english'}, {'count': '-1', 'name': 'triphop'}, {'count': '14', 'name': 'trip hop'}, {'count': '-1', 'name': 'dance and electronica'}, {'count': '3', 'name': 'folktronica'}, {'count': '-1', 'name': 'electonic'}, {'count': '0', 'name': 'dark jazz'}, {'count': '-1', 'name': 'the lost generation'}]",Portishead,1
191,PET SHOP BOYS,"['pop', 'electronic', 'electropop', 'house', 'synthpop', 'dance-pop', 'disco', 'synth-pop', 'new wave', 'queer', 'art pop', 'british', 'uk', 'english', 'pop and chart', 'synth pop']","[{'count': '8', 'name': 'electronic'}, {'count': '3', 'name': 'synthpop'}, {'count': '9', 'name': 'pop'}, {'count': '5', 'name': 'house'}, {'count': '0', 'name': 'british'}, {'count': '1', 'name': 'new wave'}, {'count': '0', 'name': 'uk'}, {'count': '14', 'name': 'synth-pop'}, {'count': '7', 'name': 'electropop'}, {'count': '2', 'name': 'disco'}, {'count': '3', 'name': 'dance-pop'}, {'count': '0', 'name': 'english'}, {'count': '-1', 'name': 'synth pop'}, {'count': '0', 'name': 'pop and chart'}, {'count': '1', 'name': 'queer'}, {'count': '1', 'name': 'art pop'}]",Pet Shop Boys,8
192,PHIL COLLINS,"['soft rock', 'pop rock', 'pop', 'rock', 'adult contemporary', 'british', 'easy listening', 'synth-pop', 'progressive rock', 'aor', 'pop soul', 'progressive pop', 'sophisti-pop', 'art pop', 'uk', 'jazz', 'blue-eyed soul', 'english', 'classic pop and rock', 'phil collins hits cd2']","[{'count': '3', 'name': 'rock'}, {'count': '4', 'name': 'pop'}, {'count': '1', 'name': 'progressive rock'}, {'count': '0', 'name': 'jazz'}, {'count': '1', 'name': 'british'}, {'count': '0', 'name': 'uk'}, {'count': '1', 'name': 'easy listening'}, {'count': '1', 'name': 'synth-pop'}, {'count': '6', 'name': 'soft rock'}, {'count': '2', 'name': 'adult contemporary'}, {'count': '5', 'name': 'pop rock'}, {'count': '0', 'name': 'blue-eyed soul'}, {'count': '0', 'name': 'english'}, {'count': '1', 'name': 'aor'}, {'count': '0', 'name': 'classic pop and rock'}, {'count': '1', 'name': 'pop soul'}, {'count': '1', 'name': 'progressive pop'}, {'count': '1', 'name': 'sophisti-pop'}, {'count': '1', 'name': 'art pop'}, {'count': '0', 'name': 'phil collins hits cd2'}]","Collins, Phil",1
193,PINK FLOYD,"['progressive', 'rock opera', 'progressive rock', 'psychedelic rock', 'classic rock', 'rock', 'psychedelic', 'art rock', 'space rock', 'acid rock', 'experimental rock', 'blues rock', 'psychedelic pop', 'album rock', 'symphonic rock', 'proto-prog', 'band', 'defacing', 'film soundtrack', 'roger waters', 'english', 'dad rock', 'pop rock', 'favoritos', 'server name', 'rolling stones', 'classic pop and rock', 'britannique', '70s', 'hard rock', '80s', 'avant-garde', '90s', 'british', 'uk', '60s', 'reino unido']","[{'count': '29', 'name': 'rock'}, {'count': '49', 'name': 'progressive rock'}, {'count': '-1', 'name': '70s'}, {'count': '-1', 'name': '80s'}, {'count': '-1', 'name': '90s'}, {'count': '-1', 'name': 'british'}, {'count': '-1', 'name': 'uk'}, {'count': '-4', 'name': 'band'}, {'count': '-1', 'name': '60s'}, {'count': '-1', 'name': 'hard rock'}, {'count': '-1', 'name': 'britannique'}, {'count': '8', 'name': 'progressive'}, {'count': '41', 'name': 'psychedelic rock'}, {'count': '2', 'name': 'psychedelic'}, {'count': '1', 'name': 'blues rock'}, {'count': '19', 'name': 'art rock'}, {'count': '3', 'name': 'classic rock'}, {'count': '0', 'name': 'album rock'}, {'count': '1', 'name': 'psychedelic pop'}, {'count': '1', 'name': 'experimental rock'}, {'count': '-2', 'name': 'pop rock'}, {'count': '13', 'name': 'space rock'}, {'count': '0', 'name': 'symphonic rock'}, {'count': '-1', 'name': 'avant-garde'}, {'count': '1', 'name': 'acid rock'}, {'count': '-2', 'name': 'english'}, {'count': '5', 'name': 'rock opera'}, {'count': '-3', 'name': 'film soundtrack'}, {'count': '-1', 'name': 'classic pop and rock'}, {'count': '-3', 'name': 'roger waters'}, {'count': '0', 'name': 'proto-prog'}, {'count': '-1', 'name': 'rolling stones'}, {'count': '-4', 'name': 'defacing'}, {'count': '-2', 'name': 'dad rock'}, {'count': '-1', 'name': 'server name'}, {'count': '-1', 'name': 'favoritos'}, {'count': '-1', 'name': 'reino unido'}]",Pink Floyd,11
194,PIXIES,"['indie rock', 'alternative rock', 'american', 'noise pop', 'post-hardcore', 'noise rock', '4ad', 'rock', 'punk rock', 'usa', 'américain', 'acoustic rock', 'surf rock', 'rock and indie', 'surfer music']","[{'count': '0', 'name': 'rock'}, {'count': '16', 'name': 'alternative rock'}, {'count': '1', 'name': 'american'}, {'count': '0', 'name': 'punk rock'}, {'count': '0', 'name': 'usa'}, {'count': '9', 'name': 'indie rock'}, {'count': '0', 'name': 'américain'}, {'count': '0', 'name': 'acoustic rock'}, {'count': '1', 'name': 'noise pop'}, {'count': '1', 'name': 'post-hardcore'}, {'count': '0', 'name': 'surf rock'}, {'count': '1', 'name': 'noise rock'}, {'count': '1', 'name': '4ad'}, {'count': '0', 'name': 'rock and indie'}, {'count': '0', 'name': 'surfer music'}]",Pixies,100
195,PJ HARVEY,"['art rock', 'folk rock', 'singer-songwriter', 'alternative rock', 'indie rock', 'rock', 'too pure', 'alternative singer-songwriter', 'chamber folk', 'the lost generation', 'electronica', 'alternative', 'electronic', 'uk', 'english', 'england', 'rock and indie', 'grunge', 'british', 'singer/songwriter', 'lo-fi indie', 'experimental', 'lo-fi', 'piano rock']","[{'count': '1', 'name': 'rock'}, {'count': '0', 'name': 'electronic'}, {'count': '13', 'name': 'alternative rock'}, {'count': '0', 'name': 'experimental'}, {'count': '0', 'name': 'british'}, {'count': '0', 'name': 'grunge'}, {'count': '3', 'name': 'singer-songwriter'}, {'count': '0', 'name': 'uk'}, {'count': '12', 'name': 'indie rock'}, {'count': '4', 'name': 'folk rock'}, {'count': '0', 'name': 'electronica'}, {'count': '0', 'name': 'alternative'}, {'count': '0', 'name': 'lo-fi'}, {'count': '5', 'name': 'art rock'}, {'count': '-1', 'name': 'piano rock'}, {'count': '0', 'name': 'english'}, {'count': '0', 'name': 'england'}, {'count': '0', 'name': 'rock and indie'}, {'count': '1', 'name': 'chamber folk'}, {'count': '1', 'name': 'alternative singer-songwriter'}, {'count': '0', 'name': 'singer/songwriter'}, {'count': '0', 'name': 'lo-fi indie'}, {'count': '1', 'name': 'too pure'}, {'count': '1', 'name': 'the lost generation'}]","Harvey, PJ",47
